1,1,1,1,1,1.78781,1787.81,1787.81
1,1,1,1,2,1.1210395,1121.0395,1121.0395
1,1,1,1,3,0.770212,770.212,770.212
1,1,1,2,1,1.9834211,1983.4211,1983.4211
1,1,1,2,2,1.2867964,1286.7964,1286.7964
1,1,1,2,3,0.8908954,890.8954,890.8954
1,1,1,3,1,2.1518845,2151.8845,2151.8845
1,1,1,3,2,1.4456751,1445.6751,1445.6751
1,1,1,3,3,0.8278236,827.8236,827.8236
1,1,2,1,1,1.791429,1791.429,1791.429
1,1,2,1,2,1.017113,1017.113,1017.113
1,1,2,1,3,0.719681,719.681,719.681
1,1,2,2,1,1.5876,1587.6,1587.6
1,1,2,2,2,1.1310221,1131.0221,1131.0221
1,1,2,2,3,0.8012045,801.2045,801.2045
1,1,2,3,1,1.145576,1145.576,1145.576
1,1,2,3,2,0.75266,752.66,752.66
1,1,2,3,3,0.53614,536.14,536.14
1,1,3,1,1,1.4495,1449.5,1449.5
1,1,3,1,2,0.965839,965.839,965.839
1,1,3,1,3,0.702908,702.908,702.908
1,1,3,2,1,1.626125,1626.125,1626.125
1,1,3,2,2,1.0466774,1046.6774,1046.6774
1,1,3,2,3,0.7627398,762.7398,762.7398
1,1,3,3,1,1.7174336,1717.4336,1717.4336
1,1,3,3,2,1.1329753,1132.9753,1132.9753
1,1,3,3,3,0.53022,530.22,530.22
1,2,1,1,1,1.6984195,1698.4195,1698.4195
1,2,1,1,2,1.064987525,1064.987525,1064.987525
1,2,1,1,3,0.7317014,731.7014,731.7014
1,2,1,2,1,1.884250045,1884.250045,1884.250045
1,2,1,2,2,1.22245658,1222.45658,1222.45658
1,2,1,2,3,0.84635063,846.35063,846.35063
1,2,1,3,1,2.044290275,2044.290275,2044.290275
1,2,1,3,2,1.373391345,1373.391345,1373.391345
1,2,1,3,3,0.78643242,786.43242,786.43242
1,2,2,1,1,1.70185755,1701.85755,1701.85755
1,2,2,1,2,0.96625735,966.25735,966.25735
1,2,2,1,3,0.68369695,683.69695,683.69695
1,2,2,2,1,1.50822,1508.22,1508.22
1,2,2,2,2,1.074470995,1074.470995,1074.470995
1,2,2,2,3,0.761144275,761.144275,761.144275
1,2,2,3,1,1.0882972,1088.2972,1088.2972
1,2,2,3,2,0.715027,715.027,715.027
1,2,2,3,3,0.509333,509.333,509.333
1,2,3,1,1,1.377025,1377.025,1377.025
1,2,3,1,2,0.91754705,917.54705,917.54705
1,2,3,1,3,0.6677626,667.7626,667.7626
1,2,3,2,1,1.54481875,1544.81875,1544.81875
1,2,3,2,2,0.99434353,994.34353,994.34353
1,2,3,2,3,0.72460281,724.60281,724.60281
1,2,3,3,1,1.63156192,1631.56192,1631.56192
1,2,3,3,2,1.076326535,1076.326535,1076.326535
1,2,3,3,3,0.503709,503.709,503.709
1,3,1,1,1,1.609029,1609.029,1609.029
1,3,1,1,2,1.00893555,1008.93555,1008.93555
1,3,1,1,3,0.6931908,693.1908,693.1908
1,3,1,2,1,1.78507899,1785.07899,1785.07899
1,3,1,2,2,1.15811676,1158.11676,1158.11676
1,3,1,2,3,0.80180586,801.80586,801.80586
1,3,1,3,1,1.93669605,1936.69605,1936.69605
1,3,1,3,2,1.30110759,1301.10759,1301.10759
1,3,1,3,3,0.74504124,745.04124,745.04124
1,3,2,1,1,1.6122861,1612.2861,1612.2861
1,3,2,1,2,0.9154017,915.4017,915.4017
1,3,2,1,3,0.6477129,647.7129,647.7129
1,3,2,2,1,1.42884,1428.84,1428.84
1,3,2,2,2,1.01791989,1017.91989,1017.91989
1,3,2,2,3,0.72108405,721.08405,721.08405
1,3,2,3,1,1.0310184,1031.0184,1031.0184
1,3,2,3,2,0.677394,677.394,677.394
1,3,2,3,3,0.482526,482.526,482.526
1,3,3,1,1,1.30455,1304.55,1304.55
1,3,3,1,2,0.8692551,869.2551,869.2551
1,3,3,1,3,0.6326172,632.6172,632.6172
1,3,3,2,1,1.4635125,1463.5125,1463.5125
1,3,3,2,2,0.94200966,942.00966,942.00966
1,3,3,2,3,0.68646582,686.46582,686.46582
1,3,3,3,1,1.54569024,1545.69024,1545.69024
1,3,3,3,2,1.01967777,1019.67777,1019.67777
1,3,3,3,3,0.477198,477.198,477.198
2,1,1,1,1,1.138121053,1138.121053,1138.121053
2,1,1,1,2,0.702203158,702.2031579,702.2031579
2,1,1,1,3,0.525618947,525.6189474,525.6189474
2,1,1,2,1,1.405152632,1405.152632,1405.152632
2,1,1,2,2,0.880545263,880.5452632,880.5452632
2,1,1,2,3,0.60466,604.66,604.66
2,1,1,3,1,1.613423158,1613.423158,1613.423158
2,1,1,3,2,1.026286947,1026.286947,1026.286947
2,1,1,3,3,0.545421053,545.4210526,545.4210526
2,1,2,1,1,1.132565757,1132.565757,1132.565757
2,1,2,1,2,0.624304143,624.3041431,624.3041431
2,1,2,1,3,0.523906009,523.9060091,523.9060091
2,1,2,2,1,1.150285263,1150.285263,1150.285263
2,1,2,2,2,0.747368421,747.3684211,747.3684211
2,1,2,2,3,0.527958947,527.9589474,527.9589474
2,1,2,3,1,1.321549474,1321.549474,1321.549474
2,1,2,3,2,0.824137895,824.1378947,824.1378947
2,1,2,3,3,0.595986316,595.9863158,595.9863158
2,1,3,1,1,0.941591579,941.5915789,941.5915789
2,1,3,1,2,0.609944211,609.9442105,609.9442105
2,1,3,1,3,0.506063158,506.0631579,506.0631579
2,1,3,2,1,1.070990526,1070.990526,1070.990526
2,1,3,2,2,0.674017895,674.0178947,674.0178947
2,1,3,2,3,0.507923158,507.9231579,507.9231579
2,1,3,3,1,1.178515789,1178.515789,1178.515789
2,1,3,3,2,0.739262105,739.2621053,739.2621053
2,1,3,3,3,0.576755789,576.7557895,576.7557895
2,2,1,1,1,1.081215,1081.215,1081.215
2,2,1,1,2,0.667093,667.093,667.093
2,2,1,1,3,0.499338,499.338,499.338
2,2,1,2,1,1.334895,1334.895,1334.895
2,2,1,2,2,0.836518,836.518,836.518
2,2,1,2,3,0.574427,574.427,574.427
2,2,1,3,1,1.532752,1532.752,1532.752
2,2,1,3,2,0.9749726,974.9726,974.9726
2,2,1,3,3,0.51815,518.15,518.15
2,2,2,1,1,1.075937469,1075.937469,1075.937469
2,2,2,1,2,0.593088936,593.0889359,593.0889359
2,2,2,1,3,0.497710709,497.7107086,497.7107086
2,2,2,2,1,1.092771,1092.771,1092.771
2,2,2,2,2,0.71,710,710
2,2,2,2,3,0.501561,501.561,501.561
2,2,2,3,1,1.255472,1255.472,1255.472
2,2,2,3,2,0.782931,782.931,782.931
2,2,2,3,3,0.566187,566.187,566.187
2,2,3,1,1,0.894512,894.512,894.512
2,2,3,1,2,0.579447,579.447,579.447
2,2,3,1,3,0.48076,480.76,480.76
2,2,3,2,1,1.017441,1017.441,1017.441
2,2,3,2,2,0.640317,640.317,640.317
2,2,3,2,3,0.482527,482.527,482.527
2,2,3,3,1,1.11959,1119.59,1119.59
2,2,3,3,2,0.702299,702.299,702.299
2,2,3,3,3,0.547918,547.918,547.918
2,3,1,1,1,1.02715425,1027.15425,1027.15425
2,3,1,1,2,0.63373835,633.73835,633.73835
2,3,1,1,3,0.4743711,474.3711,474.3711
2,3,1,2,1,1.26815025,1268.15025,1268.15025
2,3,1,2,2,0.7946921,794.6921,794.6921
2,3,1,2,3,0.54570565,545.70565,545.70565
2,3,1,3,1,1.4561144,1456.1144,1456.1144
2,3,1,3,2,0.92622397,926.22397,926.22397
2,3,1,3,3,0.4922425,492.2425,492.2425
2,3,2,1,1,1.022140596,1022.140596,1022.140596
2,3,2,1,2,0.563434489,563.4344891,563.4344891
2,3,2,1,3,0.472825173,472.8251732,472.8251732
2,3,2,2,1,1.03813245,1038.13245,1038.13245
2,3,2,2,2,0.6745,674.5,674.5
2,3,2,2,3,0.47648295,476.48295,476.48295
2,3,2,3,1,1.1926984,1192.6984,1192.6984
2,3,2,3,2,0.74378445,743.78445,743.78445
2,3,2,3,3,0.53787765,537.87765,537.87765
2,3,3,1,1,0.8497864,849.7864,849.7864
2,3,3,1,2,0.55047465,550.47465,550.47465
2,3,3,1,3,0.456722,456.722,456.722
2,3,3,2,1,0.96656895,966.56895,966.56895
2,3,3,2,2,0.60830115,608.30115,608.30115
2,3,3,2,3,0.45840065,458.40065,458.40065
2,3,3,3,1,1.0636105,1063.6105,1063.6105
2,3,3,3,2,0.66718405,667.18405,667.18405
2,3,3,3,3,0.5205221,520.5221,520.5221
3,1,1,1,1,1.056119565,1056.119565,1056.119565
3,1,1,1,2,0.692002174,692.0021739,692.0021739
3,1,1,1,3,0.55508587,555.0858696,555.0858696
3,1,1,2,1,1.274407609,1274.407609,1274.407609
3,1,1,2,2,0.833245652,833.2456522,833.2456522
3,1,1,2,3,0.594590217,594.5902174,594.5902174
3,1,1,3,1,1.518791304,1518.791304,1518.791304
3,1,1,3,2,0.723180435,723.1804348,723.1804348
3,1,1,3,3,0.535492391,535.4923913,535.4923913
3,1,2,1,1,1.038861957,1038.861957,1038.861957
3,1,2,1,2,0.643804348,643.8043478,643.8043478
3,1,2,1,3,0.556815217,556.8152174,556.8152174
3,1,2,2,1,1.074721739,1074.721739,1074.721739
3,1,2,2,2,0.690731522,690.7315217,690.7315217
3,1,2,2,3,0.549644565,549.6445652,549.6445652
3,1,2,3,1,1.245191304,1245.191304,1245.191304
3,1,2,3,2,0.818108696,818.1086957,818.1086957
3,1,2,3,3,0.58276087,582.7608696,582.7608696
3,1,3,1,1,0.87026413,870.2641304,870.2641304
3,1,3,1,2,0.609101087,609.101087,609.101087
3,1,3,1,3,0.539619565,539.6195652,539.6195652
3,1,3,2,1,1.00953587,1009.53587,1009.53587
3,1,3,2,2,0.658972826,658.9728261,658.9728261
3,1,3,2,3,0.524228261,524.2282609,524.2282609
3,1,3,3,1,1.126248913,1126.248913,1126.248913
3,1,3,3,2,0.722753261,722.7532609,722.7532609
