3,1,3,3,3,0.53286087,532.8608696,532.8608696
3,2,1,1,1,1.022768421,1022.768421,1022.768421
3,2,1,1,2,0.670149474,670.1494737,670.1494737
3,2,1,1,3,0.537556842,537.5568421,537.5568421
3,2,1,2,1,1.234163158,1234.163158,1234.163158
3,2,1,2,2,0.806932632,806.9326316,806.9326316
3,2,1,2,3,0.575813684,575.8136842,575.8136842
3,2,1,3,1,1.470829474,1470.829474,1470.829474
3,2,1,3,2,0.700343158,700.3431579,700.3431579
3,2,1,3,3,0.518582105,518.5821053,518.5821053
3,2,2,1,1,1.006055789,1006.055789,1006.055789
3,2,2,1,2,0.623473684,623.4736842,623.4736842
3,2,2,1,3,0.539231579,539.2315789,539.2315789
3,2,2,2,1,1.040783158,1040.783158,1040.783158
3,2,2,2,2,0.668918947,668.9189474,668.9189474
3,2,2,2,3,0.532287368,532.2873684,532.2873684
3,2,2,3,1,1.205869474,1205.869474,1205.869474
3,2,2,3,2,0.792273684,792.2736842,792.2736842
3,2,2,3,3,0.564357895,564.3578947,564.3578947
3,2,3,1,1,0.842782105,842.7821053,842.7821053
3,2,3,1,2,0.589866316,589.8663158,589.8663158
3,2,3,1,3,0.522578947,522.5789474,522.5789474
3,2,3,2,1,0.977655789,977.6557895,977.6557895
3,2,3,2,2,0.638163158,638.1631579,638.1631579
3,2,3,2,3,0.507673684,507.6736842,507.6736842
3,2,3,3,1,1.090683158,1090.683158,1090.683158
3,2,3,3,2,0.699929474,699.9294737,699.9294737
3,2,3,3,3,0.516033684,516.0336842,516.0336842
3,3,1,1,1,0.97163,971.63,971.63
3,3,1,1,2,0.636642,636.642,636.642
3,3,1,1,3,0.510679,510.679,510.679
3,3,1,2,1,1.172455,1172.455,1172.455
3,3,1,2,2,0.766586,766.586,766.586
3,3,1,2,3,0.547023,547.023,547.023
3,3,1,3,1,1.397288,1397.288,1397.288
3,3,1,3,2,0.665326,665.326,665.326
3,3,1,3,3,0.492653,492.653,492.653
3,3,2,1,1,0.955753,955.753,955.753
3,3,2,1,2,0.5923,592.3,592.3
3,3,2,1,3,0.51227,512.27,512.27
3,3,2,2,1,0.988744,988.744,988.744
3,3,2,2,2,0.635473,635.473,635.473
3,3,2,2,3,0.505673,505.673,505.673
3,3,2,3,1,1.145576,1145.576,1145.576
3,3,2,3,2,0.75266,752.66,752.66
3,3,2,3,3,0.53614,536.14,536.14
3,3,3,1,1,0.800643,800.643,800.643
3,3,3,1,2,0.560373,560.373,560.373
3,3,3,1,3,0.49645,496.45,496.45
3,3,3,2,1,0.928773,928.773,928.773
3,3,3,2,2,0.606255,606.255,606.255
3,3,3,2,3,0.48229,482.29,482.29
3,3,3,3,1,1.036149,1036.149,1036.149
3,3,3,3,2,0.664933,664.933,664.933
3,3,3,3,3,0.490232,490.232,490.232
