1,1,1,1,1,1.77
1,1,1,1,1.4,1.50
1,1,1,1,1.8,1.11
1,1,1,1,2.2,1.11
1,1,1,1,2.6,0.79
1,1,1,1,3,0.79
1,1,1,2,1,1.89
1,1,1,2,1.4,1.61
1,1,1,2,1.8,1.25
1,1,1,2,2.2,1.24
1,1,1,2,2.6,0.88
1,1,1,2,3,0.89
1,1,1,3,1,2.01
1,1,1,3,1.4,1.71
1,1,1,3,1.8,1.35
1,1,1,3,2.2,1.34
1,1,1,3,2.6,0.84
1,1,1,3,3,0.85
1,1,2,1,1,1.71
1,1,2,1,1.4,1.35
1,1,2,1,1.8,1.00
1,1,2,1,2.2,0.99
1,1,2,1,2.6,0.74
1,1,2,1,3,0.75
1,1,2,2,1,1.58
1,1,2,2,1.4,1.31
1,1,2,2,1.8,1.08
1,1,2,2,2.2,1.08
1,1,2,2,2.6,0.79
1,1,2,2,3,0.80
1,1,2,3,1,1.28
1,1,2,3,1.4,1.06
1,1,2,3,1.8,0.86
1,1,2,3,2.2,0.85
1,1,2,3,2.6,0.59
1,1,2,3,3,0.59
1,1,3,1,1,1.48
1,1,3,1,1.4,1.22
1,1,3,1,1.8,0.97
1,1,3,1,2.2,0.96
1,1,3,1,2.6,0.70
1,1,3,1,3,0.71
1,1,3,2,1,1.57
1,1,3,2,1.4,1.27
1,1,3,2,1.8,1.03
1,1,3,2,2.2,1.03
1,1,3,2,2.6,0.75
1,1,3,2,3,0.77
1,1,3,3,1,1.61
1,1,3,3,1.4,1.35
1,1,3,3,1.8,1.09
1,1,3,3,2.2,1.09
1,1,3,3,2.6,0.59
1,1,3,3,3,0.59
1,2,1,1,1,1.70
1,2,1,1,1.4,1.44
1,2,1,1,1.8,1.07
1,2,1,1,2.2,1.07
1,2,1,1,2.6,0.77
1,2,1,1,3,0.77
1,2,1,2,1,1.80
1,2,1,2,1.4,1.52
1,2,1,2,1.8,1.19
1,2,1,2,2.2,1.19
1,2,1,2,2.6,0.84
1,2,1,2,3,0.85
1,2,1,3,1,1.93
1,2,1,3,1.4,1.63
1,2,1,3,1.8,1.28
1,2,1,3,2.2,1.27
1,2,1,3,2.6,0.80
1,2,1,3,3,0.80
1,2,2,1,1,1.62
1,2,2,1,1.4,1.31
1,2,2,1,1.8,0.97
1,2,2,1,2.2,0.96
1,2,2,1,2.6,0.71
1,2,2,1,3,0.71
1,2,2,2,1,1.51
1,2,2,2,1.4,1.26
1,2,2,2,1.8,1.05
1,2,2,2,2.2,1.05
1,2,2,2,2.6,0.75
1,2,2,2,3,0.76
1,2,2,3,1,1.21
1,2,2,3,1.4,1.02
1,2,2,3,1.8,0.79
1,2,2,3,2.2,0.78
1,2,2,3,2.6,0.53
1,2,2,3,3,0.53
1,2,3,1,1,1.39
1,2,3,1,1.4,1.14
1,2,3,1,1.8,0.92
1,2,3,1,2.2,0.92
1,2,3,1,2.6,0.67
1,2,3,1,3,0.68
1,2,3,2,1,1.51
1,2,3,2,1.4,1.21
1,2,3,2,1.8,0.99
1,2,3,2,2.2,0.98
1,2,3,2,2.6,0.72
1,2,3,2,3,0.73
1,2,3,3,1,1.55
1,2,3,3,1.4,1.27
1,2,3,3,1.8,1.02
1,2,3,3,2.2,1.02
1,2,3,3,2.6,0.54
1,2,3,3,3,0.54
1,3,1,1,1,1.60
1,3,1,1,1.4,1.35
1,3,1,1,1.8,1.02
1,3,1,1,2.2,1.01
1,3,1,1,2.6,0.72
1,3,1,1,3,0.73
1,3,1,2,1,1.74
1,3,1,2,1.4,1.46
1,3,1,2,1.8,1.10
1,3,1,2,2.2,1.10
1,3,1,2,2.6,0.79
1,3,1,2,3,0.80
1,3,1,3,1,1.83
1,3,1,3,1.4,1.55
1,3,1,3,1.8,1.21
1,3,1,3,2.2,1.20
1,3,1,3,2.6,0.75
1,3,1,3,3,0.76
1,3,2,1,1,1.54
1,3,2,1,1.4,1.24
1,3,2,1,1.8,0.93
1,3,2,1,2.2,0.91
1,3,2,1,2.6,0.66
1,3,2,1,3,0.67
1,3,2,2,1,1.44
1,3,2,2,1.4,1.20
